row_kind,sessions,sigma_l_arm,power_scale_arm,form,m2,depletion_cycles,propagation,peak,w0_um,w0_err_parabola_um,bound_kind,w0_bound95_um,w0_lo_um,w0_hi_um,w0_lo_overdispersed_um,w0_hi_overdispersed_um,w0_shift_um,chi2,dchi2,chi2_red,n_eff,n_traces,start_spread_chi2,chi2_red_by_session,session_verdicts,nfev,beta_rel,beta_rel_err_hessian,sigma_l_shared,sigma_l_shared_err_hessian,sigma_l_P,sigma_l_P_err_hessian,sigma_l_T,sigma_l_T_err_hessian,sigma_l_E,sigma_l_E_err_hessian,sigma_l_M,sigma_l_M_err_hessian,sigma_l_Q,sigma_l_Q_err_hessian,omega_scale,omega_scale_err_hessian,gamma_l,gamma_l_err_hessian,lograte_E_4121,lograte_E_4121_err_hessian,lograte_E_4154,lograte_E_4154_err_hessian,lograte_E_4192,lograte_E_4192_err_hessian,lograte_E_4207,lograte_E_4207_err_hessian,power_scale_P,power_scale_P_err_hessian,power_scale_T,power_scale_T_err_hessian,power_scale_E,power_scale_E_err_hessian,power_scale_M,power_scale_M_err_hessian,power_scale_Q,power_scale_Q_err_hessian,beta_khz_per_1e12,beta_err_khz_hessian,beta_pull_vs_theory_hessian,beta_fixed_rel,dchi2_beta_0,dchi2_beta_theory,dchi2_beta_5x,dchi2_beta_20x,beta_profile_1sigma_hi_khz,beta_profile_ub95_khz,omega_scale_pull,s0_225_mhz,omega_225_mhz,transit_130_mhz,transit_130_depleted_mhz,z_ratio,licensed,w0_licence_edge_um,power_ratio_pred,power_ratio_pred_fitted_omega,power_ratio_meas,power_ratio_bar,power_arm_pull,power_arm_refused,power_arm_pooled_pull,power_arm_pooled_refused,power_lo_w,power_hi_w,width_slope_per_w,width_slope_err_lsq_per_w,width_slope_sign,noise_a_v,noise_b_v,noise_tau_int,at_bound,seconds,note,status
propagation,PT,session,False,gaussian,1,0,rho-1sigma,,44,,,,,,,,,76000,-2.1,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",18,2.402,0.034,,,0.815,0.019,1.186,0.041,,,,,,,0.180,0.033,0,,,,,,,,,,,,,,,,,,,,8.40,0.12,13,,,,,,,,-4.1,0.75,0.17,1.4,1.4,0.55,True,40,1.0548,1.0065,0.9956,0.0188,3.2,True,3.2,True,,,,,,,,,,13,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.90, the density law Steck, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.16, pooled over 1 sessions refused at pull +3.16. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,rho+1sigma,,40,,,,,,,,,76000,4.6,0.90,86000,159,0,P:0.905 T:0.885,"P:WING-LAW(core +0, wing -18) T:WING-LAW(core -5, wing -12)",18,1.395,0.034,,,0.2000,0.0074,0.45,0.10,,,,,,,0.023,0.030,0,,,,,,,,,,,,,,,,,,,,4.88,0.12,3.5,,,,,,,,-4.9,0.94,0.028,1.5,1.5,0.67,False,40,1.0875,1.0078,0.9956,0.0188,4.9,True,4.9,True,,,,,,,,,sigma_l_P,100,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.98, the density law Steck, the collection window on at z_ratio 0.667 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.5320 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.90, pooled over 1 sessions refused at pull +4.90. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,rho+1sigma,,42,,,,,,,,,76000,2.5,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",60,2.084,0.034,,,0.473,0.029,0.905,0.053,,,,,,,0.069,0.041,0,,,,,,,,,,,,,,,,,,,,7.29,0.12,9.7,,,,,,,,-4.7,0.85,0.074,1.5,1.5,0.60,True,40,1.0722,1.0067,0.9956,0.0188,4.1,True,4.1,True,,,,,,,,,,28,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.98, the density law Steck, the collection window on at z_ratio 0.605 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.09, pooled over 1 sessions refused at pull +4.09. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,rho+1sigma,,44,,,,,,,,,76000,2.1,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",42,2.413,0.034,,,0.799,0.018,1.176,0.042,,,,,,,0.178,0.031,0,,,,,,,,,,,,,,,,,,,,8.44,0.12,13,,,,,,,,-4.1,0.78,0.17,1.4,1.4,0.55,True,40,1.0596,1.0070,0.9956,0.0188,3.4,True,3.4,True,,,,,,,,,,17,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.98, the density law Steck, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.41, pooled over 1 sessions refused at pull +3.41. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,delta_alpha-1sigma,,44,,,,,,,,,76000,0.27,0.89,86000,159,0,P:0.899 T:0.875,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -13)",24,0.860,0.034,,,0.2517,0.0037,0.298,0.012,,,,,,,0.022,0.028,0,,,,,,,,,,,,,,,,,,,,3.01,0.12,-1.3,,,,,,,,-4.9,0.77,0.021,1.4,1.4,0.55,True,40,1.0580,1.0045,0.9956,0.0188,3.3,True,3.3,True,,,,,,,,,,3.8,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1137.7 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.33, pooled over 1 sessions refused at pull +3.33. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,delta_alpha-1sigma,,46,,,,,,,,,76000,0.17,0.89,86000,159,0,P:0.899 T:0.873,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -14)",30,0.860,0.034,,,0.3305,0.0037,0.372,0.012,,,,,,,0.024,0.031,0,,,,,,,,,,,,,,,,,,,,3.01,0.12,-1.3,,,,,,,,-4.9,0.70,0.021,1.3,1.3,0.50,True,40,1.0492,1.0040,0.9956,0.0188,2.9,True,2.9,True,,,,,,,,,,4.0,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1137.7 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.504 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3321 to 1.3321 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.86, pooled over 1 sessions refused at pull +2.86. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,delta_alpha-1sigma,,48,,,,,,,,,76000,0.063,0.89,86000,159,0,P:0.901 T:0.871,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",24,0.863,0.034,,,0.4008,0.0037,0.438,0.012,,,,,,,0.030,0.034,0,,,,,,,,,,,,,,,,,,,,3.02,0.12,-1.2,,,,,,,,-4.8,0.64,0.024,1.3,1.3,0.46,True,40,1.0420,1.0036,0.9956,0.0188,2.5,True,2.5,True,,,,,,,,,,4.5,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1137.7 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.463 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.2766 to 1.2766 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.47, pooled over 1 sessions refused at pull +2.47. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,delta_alpha+1sigma,,44,,,,,,,,,76000,-0.25,0.89,86000,159,0,P:0.899 T:0.875,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -13)",24,0.860,0.034,,,0.2518,0.0037,0.298,0.012,,,,,,,0.022,0.029,0,,,,,,,,,,,,,,,,,,,,3.01,0.12,-1.2,,,,,,,,-4.9,0.76,0.021,1.4,1.4,0.55,True,40,1.0580,1.0044,0.9956,0.0188,3.3,True,3.3,True,,,,,,,,,,3.8,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1125.9 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.33, pooled over 1 sessions refused at pull +3.33. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,delta_alpha+1sigma,,46,,,,,,,,,76000,-0.17,0.89,86000,159,0,P:0.899 T:0.873,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -14)",30,0.860,0.034,,,0.3305,0.0037,0.372,0.012,,,,,,,0.024,0.031,0,,,,,,,,,,,,,,,,,,,,3.01,0.12,-1.3,,,,,,,,-4.9,0.69,0.021,1.3,1.3,0.50,True,40,1.0491,1.0039,0.9956,0.0188,2.9,True,2.9,True,,,,,,,,,,4.1,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1125.9 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.504 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3321 to 1.3321 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.85, pooled over 1 sessions refused at pull +2.85. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,delta_alpha+1sigma,,48,,,,,,,,,76000,-0.075,0.89,86000,159,0,P:0.901 T:0.871,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",24,0.864,0.034,,,0.4009,0.0037,0.439,0.012,,,,,,,0.030,0.034,0,,,,,,,,,,,,,,,,,,,,3.02,0.12,-1.2,,,,,,,,-4.8,0.64,0.024,1.3,1.3,0.46,True,40,1.0419,1.0035,0.9956,0.0188,2.5,True,2.5,True,,,,,,,,,,4.4,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1125.9 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.463 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.2766 to 1.2766 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.47, pooled over 1 sessions refused at pull +2.47. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,law=AIH,,44,,,,,,,,,76000,4.9,0.89,86000,159,0,P:0.899 T:0.875,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -13)",54,0.801,0.029,,,0.2407,0.0037,0.295,0.012,,,,,,,0.027,0.028,0,,,,,,,,,,,,,,,,,,,,2.80,0.10,-1.8,,,,,,,,-4.9,0.76,0.026,1.4,1.4,0.55,True,40,1.0580,1.0045,0.9956,0.0188,3.3,True,3.3,True,,,,,,,,,,6.5,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law AIH, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.33, pooled over 1 sessions refused at pull +3.33. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,law=AIH,,46,,,,,,,,,76000,4.7,0.89,86000,159,0,P:0.899 T:0.873,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",36,0.821,0.029,,,0.3170,0.0037,0.369,0.012,,,,,,,0.024,0.031,0,,,,,,,,,,,,,,,,,,,,2.87,0.10,-1.6,,,,,,,,-4.9,0.70,0.021,1.3,1.3,0.50,True,40,1.0491,1.0040,0.9956,0.0188,2.9,True,2.9,True,,,,,,,,,,5.1,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law AIH, the collection window on at z_ratio 0.504 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3321 to 1.3321 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.86, pooled over 1 sessions refused at pull +2.86. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,lorentzian,1,0,law=AIH,,48,,,,,,,,,76000,4.7,0.89,86000,159,0,P:0.901 T:0.871,"P:WING-LAW(core +0, wing -19) T:WING-LAW(core -5, wing -14)",30,0.818,0.029,,,0.3886,0.0037,0.435,0.012,,,,,,,0.031,0.034,0,,,,,,,,,,,,,,,,,,,,2.86,0.10,-1.7,,,,,,,,-4.8,0.64,0.025,1.3,1.3,0.46,True,40,1.0420,1.0035,0.9956,0.0188,2.5,True,2.5,True,,,,,,,,,,5.0,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law AIH, the collection window on at z_ratio 0.463 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.2766 to 1.2766 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.47, pooled over 1 sessions refused at pull +2.47. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
